序号,Steps,Force_Value
1,0,-0.10999999940395355
2,-5000,-0.5299999713897705
3,-10000,-1.059999942779541
4,-15000,-1.590000033378601
5,-20000,-2.0999999046325684
6,-25000,-2.5799999237060547
7,-30000,-3.049999952316284
8,-35000,-3.5
9,-40000,-3.9600000381469727
10,-45000,-4.449999809265137
11,-50000,-4.449999809265137
12,-55000,-5.480000019073486
13,-60000,-5.989999771118164
14,-65000,-6.480000019073486
15,-70000,-6.949999809265137
16,-75000,-7.400000095367432
17,-80000,-7.860000133514404
18,-85000,-8.34000015258789
19,-90000,-8.84000015258789
20,-95000,-9.359999656677246
21,-100000,-9.869999885559082
22,-105000,-10.359999656677246
23,-110000,-10.819999694824219
24,-115000,-11.270000457763672
25,-120000,-11.720000267028809
26,-125000,-12.210000038146973
27,-130000,-12.710000038146973
28,-135000,-13.220000267028809
29,-140000,-13.729999542236328
30,-145000,-14.229999542236328
31,-150000,-14.6899995803833
32,-155000,-15.130000114440918
