序号,Steps,Force_Value
1,0,-0.3100000023841858
2,-5000,-1.5299999713897705
3,-10000,-2.759999990463257
4,-15000,-4.0
5,-20000,-5.25
6,-25000,-6.449999809265137
7,-30000,-7.71999979019165
8,-35000,-8.979999542236328
9,-40000,-10.229999542236328
10,-45000,-11.479999542236328
11,-50000,-12.710000038146973
12,-55000,-13.960000038146973
13,-60000,-15.199999809265137
14,-65000,-16.420000076293945
15,-70000,-17.690000534057617
16,-75000,-18.950000762939453
17,-80000,-20.18000030517578
18,-85000,-21.420000076293945
19,-90000,-22.670000076293945
20,-95000,-23.93000030517578
21,-100000,-25.170000076293945
22,-105000,-26.420000076293945
23,-110000,-27.670000076293945
24,-115000,-28.920000076293945
25,-120000,-30.15999984741211
26,-125000,-31.399999618530273
27,-130000,-32.65999984741211
28,-135000,-33.90999984741211
29,-140000,-35.15999984741211
30,-145000,-36.41999816894531
31,-150000,-37.66999816894531
32,-155000,-38.91999816894531
33,-160000,-40.15999984741211
34,-165000,-41.40999984741211
35,-170000,-42.650001525878906
36,-175000,-43.900001525878906
37,-180000,-45.150001525878906
38,-185000,-46.41999816894531
39,-190000,-47.66999816894531
40,-195000,-48.91999816894531
