序号,Steps,Force_Value
1,0,-0.18000000715255737
2,-5000,-1.1299999952316284
3,-10000,-2.380000114440918
4,-15000,-3.640000104904175
5,-20000,-4.909999847412109
6,-25000,-6.170000076293945
7,-30000,-7.429999828338623
8,-35000,-8.699999809265137
9,-40000,-9.970000267028809
10,-45000,-11.239999771118164
11,-50000,-12.5
12,-55000,-13.770000457763672
13,-60000,-15.039999961853027
14,-65000,-16.309999465942383
15,-70000,-17.59000015258789
16,-75000,-18.860000610351562
17,-80000,-20.139999389648438
18,-85000,-21.40999984741211
19,-90000,-22.670000076293945
20,-95000,-23.940000534057617
21,-100000,-25.209999084472656
22,-105000,-26.489999771118164
23,-110000,-27.760000228881836
24,-115000,-29.030000686645508
25,-120000,-30.309999465942383
26,-125000,-31.579999923706055
27,-130000,-32.84000015258789
28,-135000,-34.11000061035156
29,-140000,-35.380001068115234
30,-145000,-36.650001525878906
31,-150000,-37.93000030517578
32,-155000,-39.20000076293945
33,-160000,-40.47999954223633
34,-165000,-41.75
35,-170000,-43.0099983215332
36,-175000,-44.27000045776367
37,-180000,-45.540000915527344
38,-185000,-46.81999969482422
39,-190000,-48.099998474121094
40,-195000,-49.369998931884766
41,-200000,-50.650001525878906
42,-205000,-51.90999984741211
43,-210000,-53.18000030517578
44,-215000,-54.439998626708984
45,-220000,-55.70000076293945
46,-225000,-56.97999954223633
47,-230000,-58.2599983215332
48,-235000,-59.529998779296875
49,-240000,-60.79999923706055
50,-245000,-62.06999969482422
