序号,Steps,Force_Value
1,0,-0.18000000715255737
2,-5000,-1.2699999809265137
3,-10000,-2.380000114440918
4,-15000,-3.490000009536743
5,-20000,-4.559999942779541
6,-25000,-5.659999847412109
7,-30000,-6.769999980926514
8,-35000,-7.889999866485596
9,-40000,-9.050000190734863
10,-45000,-10.210000038146973
11,-50000,-11.34000015258789
12,-55000,-12.460000038146973
13,-60000,-13.579999923706055
14,-65000,-14.720000267028809
15,-70000,-15.850000381469727
16,-75000,-17.0
17,-80000,-18.149999618530273
18,-85000,-19.309999465942383
19,-90000,-20.450000762939453
20,-95000,-21.579999923706055
21,-100000,-22.719999313354492
22,-105000,-23.860000610351562
23,-110000,-25.0
24,-115000,-26.149999618530273
25,-120000,-27.299999237060547
26,-125000,-28.450000762939453
27,-130000,-29.59000015258789
28,-135000,-30.729999542236328
29,-140000,-31.860000610351562
30,-145000,-33.0
31,-150000,-34.13999938964844
32,-155000,-35.290000915527344
33,-160000,-36.45000076293945
34,-165000,-37.599998474121094
35,-170000,-38.75
36,-175000,-39.880001068115234
37,-180000,-41.0099983215332
38,-185000,-42.150001525878906
39,-190000,-43.29999923706055
40,-195000,-44.439998626708984
41,-200000,-45.599998474121094
42,-205000,-46.75
43,-210000,-47.900001525878906
44,-215000,-49.029998779296875
45,-220000,-50.15999984741211
46,-225000,-51.29999923706055
47,-230000,-52.439998626708984
48,-235000,-53.59000015258789
