序号,Steps,Force_Value
1,0,-0.019999999552965164
2,-5000,-0.4099999964237213
3,-10000,-0.7900000214576721
4,-15000,-1.149999976158142
5,-20000,-1.5
6,-25000,-1.840000033378601
7,-30000,-2.190000057220459
8,-35000,-2.559999942779541
9,-40000,-2.930000066757202
10,-45000,-3.319999933242798
11,-50000,-3.319999933242798
12,-55000,-4.059999942779541
13,-60000,-4.409999847412109
14,-65000,-4.75
15,-70000,-5.099999904632568
16,-75000,-5.460000038146973
17,-80000,-5.840000152587891
18,-85000,-6.21999979019165
19,-90000,-6.590000152587891
20,-95000,-6.949999809265137
21,-100000,-7.309999942779541
22,-105000,-7.659999847412109
23,-110000,-8.010000228881836
24,-115000,-8.369999885559082
25,-120000,-8.739999771118164
26,-125000,-9.109999656677246
27,-130000,-9.479999542236328
28,-135000,-9.850000381469727
29,-140000,-10.199999809265137
30,-145000,-10.550000190734863
31,-150000,-10.899999618530273
32,-155000,-11.270000457763672
