序号,Steps,Force_Value
1,0,-0.20999999344348907
2,-5000,-0.47999998927116394
3,-10000,-0.7200000286102295
4,-15000,-0.9700000286102295
5,-20000,-1.25
6,-25000,-1.5299999713897705
7,-30000,-1.8200000524520874
8,-35000,-2.0999999046325684
9,-40000,-2.390000104904175
10,-45000,-2.690000057220459
11,-50000,-2.990000009536743
12,-55000,-3.299999952316284
13,-60000,-3.609999895095825
14,-65000,-3.9100000858306885
15,-70000,-4.179999828338623
16,-75000,-4.449999809265137
17,-80000,-4.739999771118164
18,-85000,-5.050000190734863
19,-90000,-5.329999923706055
20,-95000,-5.639999866485596
21,-100000,-5.940000057220459
22,-105000,-6.239999771118164
23,-110000,-6.519999980926514
24,-115000,-6.809999942779541
25,-120000,-7.090000152587891
26,-125000,-7.389999866485596
27,-130000,-7.679999828338623
28,-135000,-7.989999771118164
29,-140000,-8.289999961853027
30,-145000,-8.579999923706055
31,-150000,-8.859999656677246
32,-155000,-9.140000343322754
33,-160000,-9.430000305175781
34,-165000,-9.729999542236328
35,-170000,-10.029999732971191
36,-175000,-10.34000015258789
