序号,Steps,Force_Value
1,0,0.066600002348423
2,-5000,-0.3197999894618988
3,-10000,-0.6977999806404114
4,-15000,-1.0740000009536743
5,-20000,-1.4536000490188599
6,-25000,-1.8280999660491943
7,-30000,-2.188499927520752
8,-35000,-2.571700096130371
9,-40000,-2.9679999351501465
10,-45000,-3.359100103378296
11,-50000,-3.7365000247955322
12,-55000,-4.110499858856201
13,-60000,-4.483699798583984
14,-65000,-4.8495001792907715
15,-70000,-5.210400104522705
16,-75000,-5.595699787139893
17,-80000,-5.987400054931641
18,-85000,-6.377900123596191
19,-90000,-6.750100135803223
20,-95000,-7.1244001388549805
21,-100000,-7.497099876403809
22,-105000,-7.855199813842773
23,-110000,-8.203300476074219
24,-115000,-8.58810043334961
25,-120000,-8.975700378417969
26,-125000,-9.355600357055664
27,-130000,-9.73069953918457
28,-135000,-10.106499671936035
29,-140000,-10.470999717712402
30,-145000,-10.826399803161621
31,-150000,-11.189599990844727
32,-155000,-11.572699546813965
33,-160000,-11.953700065612793
34,-165000,-12.329099655151367
35,-170000,-12.699199676513672
36,-175000,-13.070300102233887
