序号,Steps,Force_Value
1,0,-0.23029999434947968
2,-5000,-0.6980000138282776
3,-10000,-1.1640000343322754
4,-15000,-1.5835000276565552
5,-20000,-2.0044000148773193
6,-25000,-2.4316999912261963
7,-30000,-2.848900079727173
8,-35000,-3.2567999362945557
9,-40000,-3.7018001079559326
10,-45000,-4.124499797821045
11,-50000,-4.548999786376953
12,-55000,-5.000500202178955
13,-60000,-5.434999942779541
14,-65000,-5.845799922943115
15,-70000,-6.236499786376953
16,-75000,-6.669099807739258
17,-80000,-7.111700057983398
18,-85000,-7.556300163269043
19,-90000,-8.009300231933594
20,-95000,-8.456000328063965
21,-100000,-8.878600120544434
22,-105000,-9.280400276184082
23,-110000,-9.689299583435059
24,-115000,-10.119099617004395
25,-120000,-10.55679988861084
26,-125000,-11.003199577331543
27,-130000,-11.4552001953125
28,-135000,-11.902600288391113
29,-140000,-12.32450008392334
30,-145000,-12.726099967956543
31,-150000,-13.134099960327148
32,-155000,-13.561400413513184
33,-160000,-13.998900413513184
34,-165000,-14.443499565124512
35,-170000,-14.89430046081543
36,-175000,-15.337499618530273
37,-180000,-15.753899574279785
38,-185000,-16.15180015563965
39,-190000,-16.55780029296875
40,-195000,-16.98110008239746
