序号,Steps,Force_Value
1,0,-0.1599999964237213
2,-5000,-1.25
3,-10000,-2.3399999141693115
4,-15000,-3.4700000286102295
5,-20000,-4.539999961853027
6,-25000,-5.630000114440918
7,-30000,-6.75
8,-35000,-7.869999885559082
9,-40000,-9.010000228881836
10,-45000,-10.180000305175781
11,-50000,-11.319999694824219
12,-55000,-12.430000305175781
13,-60000,-13.550000190734863
14,-65000,-14.680000305175781
15,-70000,-15.8100004196167
16,-75000,-16.959999084472656
17,-80000,-18.1200008392334
18,-85000,-19.270000457763672
19,-90000,-20.40999984741211
20,-95000,-21.549999237060547
21,-100000,-22.68000030517578
22,-105000,-23.81999969482422
23,-110000,-24.959999084472656
24,-115000,-26.110000610351562
25,-120000,-27.260000228881836
26,-125000,-28.420000076293945
27,-130000,-29.559999465942383
28,-135000,-30.700000762939453
29,-140000,-31.829999923706055
30,-145000,-32.970001220703125
31,-150000,-34.11000061035156
32,-155000,-35.2599983215332
33,-160000,-36.40999984741211
34,-165000,-37.560001373291016
35,-170000,-38.70000076293945
36,-175000,-39.83000183105469
37,-180000,-40.959999084472656
38,-185000,-42.099998474121094
39,-190000,-43.22999954223633
40,-195000,-44.380001068115234
