序号,Steps,Force_Value
1,0,-0.09000000357627869
2,-5000,-1.340000033378601
3,-10000,-2.549999952316284
4,-15000,-3.759999990463257
5,-20000,-4.940000057220459
6,-25000,-6.190000057220459
7,-30000,-7.440000057220459
8,-35000,-8.640000343322754
9,-40000,-9.890000343322754
10,-45000,-11.180000305175781
11,-50000,-12.470000267028809
12,-55000,-13.720000267028809
13,-60000,-15.029999732971191
14,-65000,-16.299999237060547
15,-70000,-17.56999969482422
16,-75000,-18.780000686645508
17,-80000,-20.010000228881836
18,-85000,-21.329999923706055
19,-90000,-22.59000015258789
20,-95000,-23.850000381469727
21,-100000,-25.1200008392334
22,-105000,-26.420000076293945
23,-110000,-27.719999313354492
24,-115000,-29.020000457763672
25,-120000,-30.329999923706055
26,-125000,-31.639999389648438
27,-130000,-32.91999816894531
28,-135000,-34.18000030517578
29,-140000,-35.459999084472656
30,-145000,-36.7599983215332
