序号,Steps,Force_Value
1,0,-0.374099999666214
2,-5000,-0.7689999938011169
3,-10000,-1.1728999614715576
4,-15000,-1.5791000127792358
5,-20000,-2.003700017929077
6,-25000,-2.421600103378296
7,-30000,-2.8278000354766846
8,-35000,-3.221299886703491
9,-40000,-3.6154000759124756
10,-45000,-4.012199878692627
11,-50000,-4.4217000007629395
12,-55000,-4.845300197601318
13,-60000,-5.274799823760986
14,-65000,-5.698699951171875
15,-70000,-6.100800037384033
16,-75000,-6.482900142669678
17,-80000,-6.86929988861084
18,-85000,-7.27209997177124
19,-90000,-7.692800045013428
20,-95000,-8.119799613952637
21,-100000,-8.548999786376953
22,-105000,-8.968600273132324
23,-110000,-9.368399620056152
24,-115000,-9.747300148010254
25,-120000,-10.13659954071045
26,-125000,-10.539400100708008
27,-130000,-10.954500198364258
28,-135000,-11.382800102233887
29,-140000,-11.811300277709961
30,-145000,-12.230999946594238
31,-150000,-12.625100135803223
32,-155000,-13.00469970703125
33,-160000,-13.39210033416748
34,-165000,-13.795499801635742
35,-170000,-14.215700149536133
36,-175000,-14.645700454711914
37,-180000,-15.073399543762207
38,-185000,-15.48639965057373
39,-190000,-15.88010025024414
40,-195000,-16.261199951171875
41,-200000,-16.64780044555664
42,-205000,-17.04960060119629
43,-210000,-17.46739959716797
44,-215000,-17.89539909362793
45,-220000,-18.318500518798828
46,-225000,-18.7283992767334
47,-230000,-19.113399505615234
48,-235000,-19.48979949951172
