序号,Steps,Force_Value
1,0,5.272600173950195
2,-5000,5.21750020980835
3,-10000,4.768899917602539
4,-15000,4.314199924468994
5,-20000,3.853800058364868
6,-25000,3.3996999263763428
7,-30000,2.9191999435424805
8,-35000,2.4465999603271484
9,-40000,2.010699987411499
10,-45000,1.5625
11,-50000,1.1109000444412231
12,-55000,0.6588000059127808
13,-60000,0.2013999968767166
14,-65000,-0.2606000006198883
15,-70000,-0.7342000007629395
16,-75000,-1.1854000091552734
17,-80000,-1.6227999925613403
18,-85000,-2.077500104904175
19,-90000,-2.52620005607605
20,-95000,-2.9751999378204346
21,-100000,-3.4305999279022217
22,-105000,-3.8891000747680664
23,-110000,-4.293300151824951
24,-115000,-4.722099781036377
25,-120000,-5.188499927520752
26,-125000,-5.638000011444092
27,-130000,-6.086400032043457
28,-135000,-6.537399768829346
29,-140000,-6.98859977722168
30,-145000,-7.432600021362305
31,-150000,-7.877500057220459
32,-155000,-8.337699890136719
33,-160000,-8.802000045776367
34,-165000,-9.25
35,-170000,-9.702500343322754
36,-175000,-10.155699729919434
37,-180000,-10.6003999710083
38,-185000,-11.043999671936035
39,-190000,-11.498499870300293
40,-195000,-11.958600044250488
41,-200000,-12.416899681091309
42,-205000,-12.861900329589844
43,-210000,-13.312600135803223
44,-215000,-13.763999938964844
45,-220000,-14.204299926757812
46,-225000,-14.64780044555664
47,-230000,-15.104700088500977
48,-235000,-15.562399864196777
