序号,Steps,Force_Value
1,0,-0.18000000715255737
2,-5000,-1.2100000381469727
3,-10000,-2.380000114440918
4,-15000,-3.5799999237060547
5,-20000,-4.789999961853027
6,-25000,-5.949999809265137
7,-30000,-7.130000114440918
8,-35000,-8.3100004196167
9,-40000,-9.510000228881836
10,-45000,-10.710000038146973
11,-50000,-11.899999618530273
12,-55000,-13.109999656677246
13,-60000,-14.319999694824219
14,-65000,-15.5
15,-70000,-16.68000030517578
16,-75000,-17.8700008392334
17,-80000,-19.059999465942383
18,-85000,-20.260000228881836
19,-90000,-21.450000762939453
20,-95000,-22.649999618530273
21,-100000,-23.860000610351562
22,-105000,-25.049999237060547
23,-110000,-26.239999771118164
24,-115000,-27.420000076293945
25,-120000,-28.610000610351562
26,-125000,-29.809999465942383
27,-130000,-31.010000228881836
28,-135000,-32.209999084472656
29,-140000,-33.40999984741211
30,-145000,-34.61000061035156
31,-150000,-35.790000915527344
32,-155000,-36.97999954223633
33,-160000,-38.16999816894531
34,-165000,-39.369998931884766
35,-170000,-40.560001373291016
36,-175000,-41.77000045776367
37,-180000,-42.970001220703125
38,-185000,-44.16999816894531
39,-190000,-45.349998474121094
40,-195000,-46.529998779296875
41,-200000,-47.72999954223633
42,-205000,-48.91999816894531
43,-210000,-50.119998931884766
44,-215000,-51.31999969482422
45,-220000,-52.52000045776367
46,-225000,-53.720001220703125
47,-230000,-54.900001525878906
48,-235000,-56.09000015258789
49,-240000,-57.279998779296875
50,-245000,-58.47999954223633
51,-250000,-59.66999816894531
52,-255000,-60.869998931884766
53,-260000,-61.689998626708984
54,-265000,-62.70000076293945
55,-270000,-63.880001068115234
56,-275000,-64.87999725341797
57,-280000,-65.68000030517578
58,-285000,-66.30000305175781
59,-290000,-66.91000366210938
60,-295000,-67.72000122070312
