序号,Steps,Force_Value
1,0,-0.3199999928474426
2,-5000,-1.6299999952316284
3,-10000,-2.9600000381469727
4,-15000,-4.28000020980835
5,-20000,-5.599999904632568
6,-25000,-6.920000076293945
7,-30000,-8.229999542236328
8,-35000,-9.550000190734863
9,-40000,-10.890000343322754
10,-45000,-12.220000267028809
11,-50000,-13.550000190734863
12,-55000,-14.880000114440918
13,-60000,-16.190000534057617
14,-65000,-17.510000228881836
15,-70000,-18.81999969482422
16,-75000,-20.139999389648438
17,-80000,-21.469999313354492
18,-85000,-22.799999237060547
19,-90000,-24.1299991607666
20,-95000,-25.450000762939453
21,-100000,-26.770000457763672
22,-105000,-28.079999923706055
23,-110000,-29.389999389648438
24,-115000,-30.709999084472656
25,-120000,-32.029998779296875
26,-125000,-33.36000061035156
27,-130000,-34.689998626708984
28,-135000,-36.02000045776367
29,-140000,-37.33000183105469
30,-145000,-38.63999938964844
31,-150000,-39.95000076293945
32,-155000,-41.2599983215332
33,-160000,-42.59000015258789
34,-165000,-43.91999816894531
35,-170000,-45.25
36,-175000,-46.58000183105469
