序号,Steps,Force_Value
1,0,-0.009999999776482582
2,-5000,-1.2599999904632568
3,-10000,-2.4800000190734863
4,-15000,-3.7300000190734863
5,-20000,-4.980000019073486
6,-25000,-6.190000057220459
7,-30000,-7.460000038146973
8,-35000,-8.720000267028809
9,-40000,-9.949999809265137
10,-45000,-11.1899995803833
11,-50000,-12.420000076293945
12,-55000,-13.680000305175781
13,-60000,-14.890000343322754
14,-65000,-16.139999389648438
15,-70000,-17.40999984741211
16,-75000,-18.65999984741211
17,-80000,-19.889999389648438
18,-85000,-21.1200008392334
19,-90000,-22.3799991607666
20,-95000,-23.6299991607666
21,-100000,-24.8700008392334
22,-105000,-26.1200008392334
23,-110000,-27.389999389648438
24,-115000,-28.6299991607666
25,-120000,-29.860000610351562
26,-125000,-31.110000610351562
27,-130000,-32.36000061035156
28,-135000,-33.61000061035156
29,-140000,-34.86000061035156
30,-145000,-36.11000061035156
31,-150000,-37.369998931884766
32,-155000,-38.619998931884766
33,-160000,-39.849998474121094
34,-165000,-41.09000015258789
35,-170000,-42.34000015258789
36,-175000,-43.599998474121094
37,-180000,-44.849998474121094
38,-185000,-46.11000061035156
39,-190000,-47.36000061035156
40,-195000,-48.61000061035156
41,-200000,-49.84000015258789
42,-205000,-51.09000015258789
43,-210000,-52.33000183105469
44,-215000,-53.58000183105469
45,-220000,-54.84000015258789
46,-225000,-56.099998474121094
47,-230000,-57.36000061035156
48,-235000,-58.61000061035156
49,-240000,-59.84000015258789
50,-245000,-61.06999969482422
