序号,Steps,Force_Value
1,0,-0.37119999527931213
2,-5000,-0.840499997138977
3,-10000,-1.2956000566482544
4,-15000,-1.7122000455856323
5,-20000,-2.1321001052856445
6,-25000,-2.559000015258789
7,-30000,-2.9725000858306885
8,-35000,-3.3808999061584473
9,-40000,-3.8331000804901123
10,-45000,-4.239500045776367
11,-50000,-4.684500217437744
12,-55000,-5.129799842834473
13,-60000,-5.558499813079834
14,-65000,-5.9608001708984375
15,-70000,-6.363500118255615
16,-75000,-6.799099922180176
17,-80000,-7.243100166320801
18,-85000,-7.690100193023682
19,-90000,-8.142900466918945
20,-95000,-8.583100318908691
21,-100000,-9.000399589538574
22,-105000,-9.401100158691406
23,-110000,-9.817299842834473
24,-115000,-10.25100040435791
25,-120000,-10.692000389099121
26,-125000,-11.138099670410156
27,-130000,-11.590299606323242
28,-135000,-12.028599739074707
29,-140000,-12.442000389099121
30,-145000,-12.846099853515625
31,-150000,-13.257800102233887
32,-155000,-13.689000129699707
33,-160000,-14.126399993896484
34,-165000,-14.574799537658691
35,-170000,-15.028300285339355
36,-175000,-15.466099739074707
37,-180000,-15.872900009155273
38,-185000,-16.273099899291992
39,-190000,-16.68709945678711
40,-195000,-17.114099502563477
41,-200000,-17.550100326538086
42,-205000,-17.99850082397461
43,-210000,-18.447900772094727
44,-215000,-18.879499435424805
45,-220000,-19.284099578857422
46,-225000,-19.682600021362305
47,-230000,-20.0939998626709
48,-235000,-20.520200729370117
