序号,Steps,Force_Value
1,0,-0.75
2,-5000,-1.6399999856948853
3,-10000,-2.9200000762939453
4,-15000,-4.059999942779541
5,-20000,-5.309999942779541
6,-25000,-6.579999923706055
7,-30000,-7.900000095367432
8,-35000,-9.25
9,-40000,-10.609999656677246
10,-45000,-11.960000038146973
11,-50000,-13.25
12,-55000,-14.520000457763672
13,-60000,-15.829999923706055
14,-65000,-17.18000030517578
15,-70000,-18.540000915527344
16,-75000,-19.899999618530273
17,-80000,-21.25
18,-85000,-22.579999923706055
19,-90000,-23.8700008392334
20,-95000,-25.170000076293945
21,-100000,-26.489999771118164
22,-105000,-27.84000015258789
23,-110000,-29.200000762939453
24,-115000,-30.559999465942383
