序号,Steps,Force_Value
1,0,-0.10999999940395355
2,-5000,-1.2100000381469727
3,-10000,-2.259999990463257
4,-15000,-3.390000104904175
5,-20000,-4.46999979019165
6,-25000,-5.539999961853027
7,-30000,-6.670000076293945
8,-35000,-7.78000020980835
9,-40000,-8.930000305175781
10,-45000,-10.079999923706055
11,-50000,-11.220000267028809
12,-55000,-12.329999923706055
13,-60000,-13.449999809265137
14,-65000,-14.579999923706055
15,-70000,-15.710000038146973
16,-75000,-16.850000381469727
17,-80000,-18.0
18,-85000,-19.149999618530273
19,-90000,-20.299999237060547
20,-95000,-21.43000030517578
21,-100000,-22.559999465942383
22,-105000,-23.690000534057617
23,-110000,-24.829999923706055
24,-115000,-25.969999313354492
25,-120000,-27.1200008392334
26,-125000,-28.270000457763672
27,-130000,-29.40999984741211
28,-135000,-30.549999237060547
29,-140000,-31.68000030517578
30,-145000,-32.81999969482422
31,-150000,-33.95000076293945
32,-155000,-35.09000015258789
