序号,Steps,Force_Value
1,0,-1.090000033378601
2,-5000,-2.0299999713897705
3,-10000,-3.319999933242798
4,-15000,-4.539999961853027
5,-20000,-5.699999809265137
6,-25000,-6.909999847412109
7,-30000,-8.149999618530273
8,-35000,-9.40999984741211
9,-40000,-10.6899995803833
10,-45000,-11.979999542236328
11,-50000,-13.239999771118164
12,-55000,-14.510000228881836
13,-60000,-15.779999732971191
14,-65000,-17.049999237060547
15,-70000,-18.309999465942383
16,-75000,-19.579999923706055
17,-80000,-20.8700008392334
18,-85000,-22.15999984741211
19,-90000,-23.43000030517578
20,-95000,-24.700000762939453
21,-100000,-25.969999313354492
22,-105000,-27.25
23,-110000,-28.520000457763672
24,-115000,-29.790000915527344
25,-120000,-31.06999969482422
26,-125000,-32.349998474121094
27,-130000,-33.630001068115234
28,-135000,-34.900001525878906
29,-140000,-36.18000030517578
30,-145000,-37.45000076293945
31,-150000,-38.720001220703125
32,-155000,-40.0
33,-160000,-41.279998779296875
34,-165000,-42.560001373291016
35,-170000,-43.83000183105469
36,-175000,-45.11000061035156
37,-180000,-46.380001068115234
38,-185000,-47.650001525878906
39,-190000,-48.91999816894531
40,-195000,-50.20000076293945
41,-200000,-51.470001220703125
42,-205000,-52.75
43,-210000,-54.0099983215332
44,-215000,-55.279998779296875
45,-220000,-56.54999923706055
46,-225000,-57.81999969482422
47,-230000,-59.06999969482422
48,-235000,-60.34000015258789
