序号,Steps,Force_Value
1,0,-0.3077999949455261
2,-5000,-0.7282999753952026
3,-10000,-1.128999948501587
4,-15000,-1.5509999990463257
5,-20000,-2.0139000415802
6,-25000,-2.4804000854492188
7,-30000,-2.9482998847961426
8,-35000,-3.43530011177063
9,-40000,-3.899399995803833
10,-45000,-4.333099842071533
11,-50000,-4.741499900817871
12,-55000,-5.172100067138672
13,-60000,-5.629700183868408
14,-65000,-6.098899841308594
15,-70000,-6.570400238037109
16,-75000,-7.051700115203857
17,-80000,-7.51039981842041
18,-85000,-7.94290018081665
19,-90000,-8.352700233459473
20,-95000,-8.786499977111816
21,-100000,-9.235600471496582
22,-105000,-9.70359992980957
23,-110000,-10.177599906921387
24,-115000,-10.653900146484375
25,-120000,-11.104299545288086
26,-125000,-11.531399726867676
27,-130000,-11.947500228881836
28,-135000,-12.377599716186523
29,-140000,-12.822999954223633
30,-145000,-13.289600372314453
31,-150000,-13.763999938964844
32,-155000,-14.235600471496582
33,-160000,-14.682700157165527
34,-165000,-15.102800369262695
35,-170000,-15.518099784851074
36,-175000,-15.943099975585938
