序号,Steps,Force_Value
1,0,-0.19509999454021454
2,-5000,-0.6101999878883362
3,-10000,-1.055899977684021
4,-15000,-1.495300054550171
5,-20000,-1.9306999444961548
6,-25000,-2.374500036239624
7,-30000,-2.816699981689453
8,-35000,-3.2748000621795654
9,-40000,-3.7283999919891357
10,-45000,-4.169400215148926
11,-50000,-4.594200134277344
12,-55000,-5.026299953460693
13,-60000,-5.472899913787842
14,-65000,-5.922699928283691
15,-70000,-6.374199867248535
16,-75000,-6.829999923706055
17,-80000,-7.291100025177002
18,-85000,-7.735400199890137
19,-90000,-8.160900115966797
20,-95000,-8.587699890136719
21,-100000,-9.031299591064453
22,-105000,-9.48859977722168
23,-110000,-9.942899703979492
24,-115000,-10.395299911499023
25,-120000,-10.848600387573242
26,-125000,-11.292400360107422
27,-130000,-11.719599723815918
28,-135000,-12.146599769592285
29,-140000,-12.585599899291992
30,-145000,-13.040200233459473
31,-150000,-13.495599746704102
32,-155000,-13.947500228881836
33,-160000,-14.39799976348877
34,-165000,-14.836799621582031
35,-170000,-15.26099967956543
36,-175000,-15.682100296020508
