序号,Steps,Force_Value
1,0,-0.3756999969482422
2,-5000,-0.8402000069618225
3,-10000,-1.3134000301361084
4,-15000,-1.7591999769210815
5,-20000,-2.2002999782562256
6,-25000,-2.6559998989105225
7,-30000,-3.099400043487549
8,-35000,-3.549099922180176
9,-40000,-4.0065999031066895
10,-45000,-4.453400135040283
11,-50000,-4.866199970245361
12,-55000,-5.314000129699707
13,-60000,-5.781400203704834
14,-65000,-6.232500076293945
15,-70000,-6.683300018310547
16,-75000,-7.1367998123168945
17,-80000,-7.588799953460693
18,-85000,-8.035499572753906
19,-90000,-8.482799530029297
20,-95000,-8.942700386047363
21,-100000,-9.403800010681152
22,-105000,-9.855500221252441
23,-110000,-10.307000160217285
24,-115000,-10.762299537658691
25,-120000,-11.20680046081543
26,-125000,-11.651300430297852
27,-130000,-12.104000091552734
28,-135000,-12.566200256347656
29,-140000,-13.024499893188477
30,-145000,-13.473099708557129
31,-150000,-13.921600341796875
32,-155000,-14.373700141906738
33,-160000,-14.81760025024414
34,-165000,-15.259699821472168
35,-170000,-15.716300010681152
36,-175000,-16.173500061035156
37,-180000,-16.630300521850586
38,-185000,-17.074499130249023
39,-190000,-17.522899627685547
40,-195000,-17.972900390625
