序号,Steps,Force_Value
1,0,-0.15000000596046448
2,-5000,-0.9800000190734863
3,-10000,-2.3399999141693115
4,-15000,-3.5299999713897705
5,-20000,-4.710000038146973
6,-25000,-5.989999771118164
7,-30000,-7.269999980926514
8,-35000,-8.609999656677246
9,-40000,-9.970000267028809
10,-45000,-11.319999694824219
11,-50000,-12.640000343322754
12,-55000,-13.90999984741211
13,-60000,-15.199999809265137
14,-65000,-16.530000686645508
15,-70000,-17.889999389648438
16,-75000,-19.25
17,-80000,-20.610000610351562
18,-85000,-21.940000534057617
19,-90000,-23.25
20,-95000,-24.540000915527344
21,-100000,-25.850000381469727
22,-105000,-27.18000030517578
23,-110000,-28.540000915527344
24,-115000,-29.920000076293945
25,-120000,-31.270000457763672
26,-125000,-32.59000015258789
27,-130000,-33.900001525878906
28,-135000,-35.20000076293945
29,-140000,-36.5099983215332
30,-145000,-37.84000015258789
31,-150000,-39.209999084472656
32,-155000,-40.56999969482422
33,-160000,-41.93000030517578
34,-165000,-43.2599983215332
35,-170000,-44.560001373291016
36,-175000,-45.849998474121094
