序号,Steps,Force_Value
1,0,-0.2540999948978424
2,-5000,-0.5457000136375427
3,-10000,-0.8496000170707703
4,-15000,-1.1538000106811523
5,-20000,-1.4562000036239624
6,-25000,-1.7426999807357788
7,-30000,-2.031100034713745
8,-35000,-2.3261001110076904
9,-40000,-2.6129000186920166
10,-45000,-2.8991000652313232
11,-50000,-3.199199914932251
12,-55000,-3.5046000480651855
13,-60000,-3.8041000366210938
14,-65000,-4.0894999504089355
15,-70000,-4.379199981689453
16,-75000,-4.669600009918213
17,-80000,-4.959000110626221
18,-85000,-5.25
19,-90000,-5.5507001876831055
20,-95000,-5.856200218200684
21,-100000,-6.1529998779296875
22,-105000,-6.434299945831299
23,-110000,-6.724400043487549
24,-115000,-7.0106000900268555
25,-120000,-7.300099849700928
26,-125000,-7.592599868774414
27,-130000,-7.888700008392334
28,-135000,-8.196499824523926
29,-140000,-8.491700172424316
30,-145000,-8.773900032043457
31,-150000,-9.059300422668457
32,-155000,-9.340100288391113
33,-160000,-9.626399993896484
34,-165000,-9.925399780273438
35,-170000,-10.22439956665039
36,-175000,-10.531100273132324
37,-180000,-10.826399803161621
38,-185000,-11.105500221252441
39,-190000,-11.391300201416016
40,-195000,-11.668000221252441
41,-200000,-11.95199966430664
42,-205000,-12.245200157165527
43,-210000,-12.54889965057373
44,-215000,-12.856300354003906
45,-220000,-13.151000022888184
46,-225000,-13.43019962310791
47,-230000,-13.710800170898438
48,-235000,-13.984199523925781
