序号,Steps,Force_Value
1,0,-0.11999999731779099
2,-5000,-0.4000000059604645
3,-10000,-0.6600000262260437
4,-15000,-0.9399999976158142
5,-20000,-1.2300000190734863
6,-25000,-1.5099999904632568
7,-30000,-1.7999999523162842
8,-35000,-2.0799999237060547
9,-40000,-2.369999885559082
10,-45000,-2.6700000762939453
11,-50000,-2.9700000286102295
12,-55000,-3.2799999713897705
13,-60000,-3.5899999141693115
14,-65000,-3.890000104904175
15,-70000,-4.170000076293945
16,-75000,-4.449999809265137
17,-80000,-4.710000038146973
18,-85000,-5.0
19,-90000,-5.289999961853027
20,-95000,-5.579999923706055
21,-100000,-5.889999866485596
22,-105000,-6.179999828338623
23,-110000,-6.460000038146973
24,-115000,-6.739999771118164
25,-120000,-7.03000020980835
26,-125000,-7.320000171661377
27,-130000,-7.619999885559082
28,-135000,-7.929999828338623
