序号,Steps,Force_Value
1,0,-0.11999999731779099
2,-5000,-1.2400000095367432
3,-10000,-2.4700000286102295
4,-15000,-3.6700000762939453
5,-20000,-4.860000133514404
6,-25000,-6.059999942779541
7,-30000,-7.260000228881836
8,-35000,-8.489999771118164
9,-40000,-9.729999542236328
10,-45000,-10.960000038146973
11,-50000,-12.239999771118164
12,-55000,-13.460000038146973
13,-60000,-14.65999984741211
14,-65000,-15.869999885559082
15,-70000,-17.079999923706055
16,-75000,-18.309999465942383
17,-80000,-19.549999237060547
18,-85000,-20.770000457763672
19,-90000,-22.020000457763672
20,-95000,-23.25
21,-100000,-24.459999084472656
22,-105000,-25.68000030517578
23,-110000,-26.899999618530273
24,-115000,-28.1299991607666
25,-120000,-29.3700008392334
26,-125000,-30.59000015258789
27,-130000,-31.829999923706055
28,-135000,-33.06999969482422
29,-140000,-34.279998779296875
30,-145000,-35.4900016784668
31,-150000,-36.720001220703125
32,-155000,-37.95000076293945
33,-160000,-39.18000030517578
34,-165000,-40.40999984741211
35,-170000,-41.630001068115234
36,-175000,-42.869998931884766
37,-180000,-44.08000183105469
38,-185000,-45.290000915527344
39,-190000,-46.5099983215332
40,-195000,-47.7400016784668
