序号,Steps,Force_Value
1,0,0.0
2,-5000,-0.3720000088214874
3,-10000,-0.7900000214576721
4,-15000,-1.2228000164031982
5,-20000,-1.680400013923645
6,-25000,-2.140899896621704
7,-30000,-2.5734000205993652
8,-35000,-2.973900079727173
9,-40000,-3.367300033569336
10,-45000,-3.744800090789795
11,-50000,-4.14109992980957
12,-55000,-4.579100131988525
13,-60000,-5.039000034332275
14,-65000,-5.5
15,-70000,-5.928100109100342
16,-75000,-6.320300102233887
17,-80000,-6.7221999168396
18,-85000,-7.106200218200684
19,-90000,-7.4928998947143555
20,-95000,-7.928699970245361
21,-100000,-8.383899688720703
22,-105000,-8.845100402832031
23,-110000,-9.268899917602539
24,-115000,-9.652099609375
25,-120000,-10.040900230407715
26,-125000,-10.443499565124512
27,-130000,-10.836799621582031
28,-135000,-11.258999824523926
29,-140000,-11.718899726867676
30,-145000,-12.175200462341309
