序号,Steps,Force_Value
1,0,-0.05999999865889549
2,-5000,-1.100000023841858
3,-10000,-2.2699999809265137
4,-15000,-3.4700000286102295
5,-20000,-4.679999828338623
6,-25000,-5.849999904632568
7,-30000,-7.039999961853027
8,-35000,-8.210000038146973
9,-40000,-9.420000076293945
10,-45000,-10.609999656677246
11,-50000,-11.789999961853027
12,-55000,-12.989999771118164
13,-60000,-14.199999809265137
14,-65000,-15.390000343322754
15,-70000,-16.56999969482422
16,-75000,-17.75
17,-80000,-18.950000762939453
18,-85000,-20.139999389648438
19,-90000,-21.329999923706055
20,-95000,-22.530000686645508
21,-100000,-23.729999542236328
22,-105000,-24.93000030517578
23,-110000,-26.110000610351562
24,-115000,-27.290000915527344
25,-120000,-28.479999542236328
26,-125000,-29.68000030517578
27,-130000,-30.8700008392334
28,-135000,-32.06999969482422
29,-140000,-33.279998779296875
30,-145000,-34.470001220703125
31,-150000,-35.65999984741211
32,-155000,-36.84000015258789
33,-160000,-38.029998779296875
34,-165000,-39.22999954223633
35,-170000,-40.41999816894531
36,-175000,-41.630001068115234
37,-180000,-42.81999969482422
38,-185000,-44.02000045776367
39,-190000,-45.209999084472656
40,-195000,-46.38999938964844
41,-200000,-47.58000183105469
42,-205000,-48.779998779296875
43,-210000,-49.970001220703125
44,-215000,-51.16999816894531
45,-220000,-52.369998931884766
46,-225000,-53.56999969482422
47,-230000,-54.369998931884766
48,-235000,-55.54999923706055
49,-240000,-56.7400016784668
50,-245000,-57.93000030517578
