序号,Steps,Force_Value
1,0,-0.11999999731779099
2,-5000,-1.440000057220459
3,-10000,-2.75
4,-15000,-4.059999942779541
5,-20000,-5.360000133514404
6,-25000,-6.639999866485596
7,-30000,-7.929999828338623
8,-35000,-9.220000267028809
9,-40000,-10.529999732971191
10,-45000,-11.84000015258789
11,-50000,-13.140000343322754
12,-55000,-14.4399995803833
13,-60000,-15.729999542236328
14,-65000,-17.040000915527344
15,-70000,-18.34000015258789
16,-75000,-19.639999389648438
17,-80000,-20.940000534057617
18,-85000,-22.25
19,-90000,-23.549999237060547
20,-95000,-24.860000610351562
21,-100000,-26.149999618530273
22,-105000,-27.450000762939453
23,-110000,-28.75
24,-115000,-30.040000915527344
25,-120000,-31.34000015258789
26,-125000,-32.650001525878906
27,-130000,-33.95000076293945
28,-135000,-35.25
29,-140000,-36.540000915527344
30,-145000,-37.83000183105469
31,-150000,-39.130001068115234
32,-155000,-40.43000030517578
