序号,Steps,Force_Value
1,0,-0.13830000162124634
2,-5000,-0.5559999942779541
3,-10000,-0.993399977684021
4,-15000,-1.4354000091552734
5,-20000,-1.8788000345230103
6,-25000,-2.3185999393463135
7,-30000,-2.760499954223633
8,-35000,-3.216399908065796
9,-40000,-3.6740000247955322
10,-45000,-4.113999843597412
11,-50000,-4.538700103759766
12,-55000,-4.970399856567383
13,-60000,-5.415800094604492
14,-65000,-5.86269998550415
15,-70000,-6.313700199127197
16,-75000,-6.7667999267578125
17,-80000,-7.227200031280518
18,-85000,-7.6722002029418945
19,-90000,-8.103300094604492
20,-95000,-8.529600143432617
21,-100000,-8.970100402832031
22,-105000,-9.42490005493164
23,-110000,-9.878100395202637
24,-115000,-10.330900192260742
25,-120000,-10.788000106811523
26,-125000,-11.23330020904541
27,-130000,-11.660799980163574
28,-135000,-12.083000183105469
29,-140000,-12.520299911499023
30,-145000,-12.974300384521484
