序号,Steps,Force_Value
1,0,-0.10999999940395355
2,-5000,-1.4199999570846558
3,-10000,-2.75
4,-15000,-4.070000171661377
5,-20000,-5.389999866485596
6,-25000,-6.710000038146973
7,-30000,-8.020000457763672
8,-35000,-9.34000015258789
9,-40000,-10.670000076293945
10,-45000,-12.010000228881836
11,-50000,-13.34000015258789
12,-55000,-14.670000076293945
13,-60000,-15.979999542236328
14,-65000,-17.299999237060547
15,-70000,-18.610000610351562
16,-75000,-19.920000076293945
17,-80000,-21.25
18,-85000,-22.59000015258789
19,-90000,-23.920000076293945
20,-95000,-25.25
21,-100000,-26.559999465942383
22,-105000,-27.8700008392334
23,-110000,-29.18000030517578
24,-115000,-30.489999771118164
