序号,Steps,Force_Value
1,0,0.14000000059604645
2,-5000,-0.2199999988079071
3,-10000,-0.6000000238418579
4,-15000,-1.0
5,-20000,-1.409999966621399
6,-25000,-1.850000023841858
7,-30000,-2.2899999618530273
8,-35000,-2.740000009536743
9,-40000,-3.1500000953674316
10,-45000,-3.5199999809265137
11,-50000,-3.880000114440918
12,-55000,-4.269999980926514
13,-60000,-4.699999809265137
14,-65000,-5.130000114440918
15,-70000,-5.579999923706055
16,-75000,-6.019999980926514
17,-80000,-6.429999828338623
18,-85000,-6.789999961853027
19,-90000,-7.139999866485596
20,-95000,-7.53000020980835
21,-100000,-7.960000038146973
22,-105000,-8.380000114440918
23,-110000,-8.829999923706055
24,-115000,-9.260000228881836
25,-120000,-9.649999618530273
26,-125000,-10.010000228881836
27,-130000,-10.359999656677246
28,-135000,-10.739999771118164
29,-140000,-11.15999984741211
30,-145000,-11.59000015258789
