序号,Steps,Force_Value
1,0,0.0
2,-5000,-1.2699999809265137
3,-10000,-2.569999933242798
4,-15000,-3.880000114440918
5,-20000,-5.170000076293945
6,-25000,-6.449999809265137
7,-30000,-7.730000019073486
8,-35000,-9.020000457763672
9,-40000,-10.319999694824219
10,-45000,-11.640000343322754
11,-50000,-12.949999809265137
12,-55000,-14.25
13,-60000,-15.550000190734863
14,-65000,-16.860000610351562
15,-70000,-18.15999984741211
16,-75000,-19.459999084472656
17,-80000,-20.770000457763672
18,-85000,-22.079999923706055
19,-90000,-23.389999389648438
20,-95000,-24.700000762939453
21,-100000,-26.0
22,-105000,-27.309999465942383
23,-110000,-28.610000610351562
24,-115000,-29.920000076293945
25,-120000,-31.229999542236328
26,-125000,-32.54999923706055
27,-130000,-33.849998474121094
28,-135000,-35.15999984741211
29,-140000,-36.459999084472656
30,-145000,-37.7599983215332
31,-150000,-39.060001373291016
32,-155000,-40.369998931884766
33,-160000,-41.68000030517578
34,-165000,-42.9900016784668
35,-170000,-44.29999923706055
36,-175000,-45.59000015258789
37,-180000,-46.880001068115234
38,-185000,-48.18000030517578
39,-190000,-49.47999954223633
40,-195000,-50.779998779296875
