序号,Steps,Force_Value
1,0,-0.3100000023841858
2,-5000,-1.3799999952316284
3,-10000,-2.640000104904175
4,-15000,-3.9000000953674316
5,-20000,-5.179999828338623
6,-25000,-6.449999809265137
7,-30000,-7.699999809265137
8,-35000,-8.970000267028809
9,-40000,-10.25
10,-45000,-11.520000457763672
11,-50000,-12.789999961853027
12,-55000,-14.050000190734863
13,-60000,-15.329999923706055
14,-65000,-16.600000381469727
15,-70000,-17.8799991607666
16,-75000,-19.149999618530273
17,-80000,-20.420000076293945
18,-85000,-21.700000762939453
19,-90000,-22.959999084472656
20,-95000,-24.229999542236328
21,-100000,-25.510000228881836
22,-105000,-26.780000686645508
23,-110000,-28.059999465942383
24,-115000,-29.329999923706055
25,-120000,-30.610000610351562
26,-125000,-31.8799991607666
27,-130000,-33.13999938964844
28,-135000,-34.40999984741211
29,-140000,-35.68000030517578
30,-145000,-36.959999084472656
31,-150000,-38.22999954223633
32,-155000,-39.5099983215332
33,-160000,-40.779998779296875
34,-165000,-42.060001373291016
35,-170000,-43.31999969482422
36,-175000,-44.58000183105469
37,-180000,-45.849998474121094
38,-185000,-47.130001068115234
39,-190000,-48.400001525878906
40,-195000,-49.66999816894531
