序号,Steps,Force_Value
1,0,0.09000000357627869
2,-5000,-0.75
3,-10000,-2.119999885559082
4,-15000,-3.369999885559082
5,-20000,-4.519999980926514
6,-25000,-5.789999961853027
7,-30000,-7.059999942779541
8,-35000,-8.399999618530273
9,-40000,-9.760000228881836
10,-45000,-11.119999885559082
11,-50000,-12.4399995803833
12,-55000,-13.720000267028809
13,-60000,-15.0
14,-65000,-16.329999923706055
15,-70000,-17.68000030517578
16,-75000,-19.040000915527344
17,-80000,-20.399999618530273
18,-85000,-21.739999771118164
19,-90000,-23.049999237060547
20,-95000,-24.34000015258789
21,-100000,-25.639999389648438
22,-105000,-26.979999542236328
23,-110000,-28.329999923706055
24,-115000,-29.700000762939453
25,-120000,-31.059999465942383
26,-125000,-32.38999938964844
27,-130000,-33.70000076293945
28,-135000,-35.0
29,-140000,-36.29999923706055
30,-145000,-37.630001068115234
