序号,Steps,Force_Value
1,0,-0.4300000071525574
2,-5000,-1.3799999952316284
3,-10000,-2.5899999141693115
4,-15000,-3.819999933242798
5,-20000,-5.079999923706055
6,-25000,-6.349999904632568
7,-30000,-7.619999885559082
8,-35000,-8.899999618530273
9,-40000,-10.180000305175781
10,-45000,-11.460000038146973
11,-50000,-12.720000267028809
12,-55000,-13.989999771118164
13,-60000,-15.270000457763672
14,-65000,-16.549999237060547
15,-70000,-17.81999969482422
16,-75000,-19.100000381469727
17,-80000,-20.389999389648438
18,-85000,-21.670000076293945
19,-90000,-22.940000534057617
20,-95000,-24.209999084472656
21,-100000,-25.489999771118164
22,-105000,-26.760000228881836
23,-110000,-28.040000915527344
24,-115000,-29.31999969482422
25,-120000,-30.610000610351562
26,-125000,-31.8799991607666
27,-130000,-33.15999984741211
28,-135000,-34.43000030517578
29,-140000,-35.70000076293945
30,-145000,-36.97999954223633
31,-150000,-38.2599983215332
32,-155000,-39.540000915527344
33,-160000,-40.83000183105469
34,-165000,-42.099998474121094
35,-170000,-43.380001068115234
36,-175000,-44.650001525878906
