序号,Steps,Force_Value
1,0,0.05000000074505806
2,-5000,-1.1100000143051147
3,-10000,-2.3299999237060547
4,-15000,-3.5299999713897705
5,-20000,-4.730000019073486
6,-25000,-5.929999828338623
7,-30000,-7.130000114440918
8,-35000,-8.350000381469727
9,-40000,-9.579999923706055
10,-45000,-10.819999694824219
11,-50000,-12.079999923706055
12,-55000,-13.319999694824219
13,-60000,-14.520000457763672
14,-65000,-15.729999542236328
15,-70000,-16.950000762939453
16,-75000,-18.170000076293945
17,-80000,-19.40999984741211
18,-85000,-20.6299991607666
19,-90000,-21.8700008392334
20,-95000,-23.110000610351562
21,-100000,-24.31999969482422
22,-105000,-25.530000686645508
23,-110000,-26.75
24,-115000,-27.969999313354492
25,-120000,-29.209999084472656
26,-125000,-30.440000534057617
27,-130000,-31.65999984741211
28,-135000,-32.90999984741211
29,-140000,-34.119998931884766
30,-145000,-35.33000183105469
31,-150000,-36.54999923706055
32,-155000,-37.779998779296875
