序号,Steps,Force_Value
1,0,-0.07999999821186066
2,-5000,-0.4399999976158142
3,-10000,-0.800000011920929
4,-15000,-1.149999976158142
5,-20000,-1.5
6,-25000,-1.850000023841858
7,-30000,-2.190000057220459
8,-35000,-2.5199999809265137
9,-40000,-2.859999895095825
10,-45000,-3.2200000286102295
11,-50000,-3.569999933242798
12,-55000,-3.9200000762939453
13,-60000,-4.260000228881836
14,-65000,-4.619999885559082
15,-70000,-4.960000038146973
16,-75000,-5.260000228881836
17,-80000,-5.599999904632568
18,-85000,-5.929999828338623
19,-90000,-6.28000020980835
20,-95000,-6.639999866485596
21,-100000,-7.0
22,-105000,-7.349999904632568
23,-110000,-7.670000076293945
24,-115000,-8.0
25,-120000,-8.34000015258789
26,-125000,-8.670000076293945
27,-130000,-9.020000457763672
28,-135000,-9.369999885559082
29,-140000,-9.729999542236328
30,-145000,-10.069999694824219
