序号,Steps,Force_Value
1,0,-0.8199999928474426
2,-5000,-2.009999990463257
3,-10000,-3.2200000286102295
4,-15000,-4.440000057220459
5,-20000,-5.659999847412109
6,-25000,-6.869999885559082
7,-30000,-8.100000381469727
8,-35000,-9.329999923706055
9,-40000,-10.5600004196167
10,-45000,-11.779999732971191
11,-50000,-12.989999771118164
12,-55000,-14.210000038146973
13,-60000,-15.430000305175781
14,-65000,-16.65999984741211
15,-70000,-17.889999389648438
16,-75000,-19.110000610351562
17,-80000,-20.34000015258789
18,-85000,-21.549999237060547
19,-90000,-22.770000457763672
20,-95000,-23.989999771118164
21,-100000,-25.209999084472656
22,-105000,-26.440000534057617
23,-110000,-27.670000076293945
24,-115000,-28.889999389648438
25,-120000,-30.1200008392334
26,-125000,-31.329999923706055
27,-130000,-32.54999923706055
28,-135000,-33.77000045776367
29,-140000,-34.9900016784668
30,-145000,-36.220001220703125
31,-150000,-37.459999084472656
32,-155000,-38.66999816894531
33,-160000,-39.88999938964844
34,-165000,-41.11000061035156
35,-170000,-42.31999969482422
36,-175000,-43.540000915527344
37,-180000,-44.7599983215332
38,-185000,-45.97999954223633
39,-190000,-47.209999084472656
40,-195000,-48.41999816894531
