序号,Steps,Force_Value
1,0,-0.12999999523162842
2,-5000,-1.3899999856948853
3,-10000,-2.609999895095825
4,-15000,-3.8299999237060547
5,-20000,-5.03000020980835
6,-25000,-6.25
7,-30000,-7.449999809265137
8,-35000,-8.649999618530273
9,-40000,-9.850000381469727
10,-45000,-11.050000190734863
11,-50000,-12.270000457763672
12,-55000,-13.470000267028809
13,-60000,-14.6899995803833
14,-65000,-15.890000343322754
15,-70000,-17.079999923706055
16,-75000,-18.25
17,-80000,-19.40999984741211
18,-85000,-20.600000381469727
19,-90000,-21.799999237060547
20,-95000,-22.989999771118164
21,-100000,-24.190000534057617
22,-105000,-25.3799991607666
23,-110000,-26.56999969482422
24,-115000,-27.75
