序号,Steps,Force_Value
1,0,0.03999999910593033
2,-5000,-1.2899999618530273
3,-10000,-2.509999990463257
4,-15000,-3.7300000190734863
5,-20000,-5.010000228881836
6,-25000,-6.269999980926514
7,-30000,-7.510000228881836
8,-35000,-8.770000457763672
9,-40000,-10.039999961853027
10,-45000,-11.25
11,-50000,-12.420000076293945
12,-55000,-13.649999618530273
13,-60000,-14.890000343322754
14,-65000,-16.1299991607666
15,-70000,-17.389999389648438
16,-75000,-18.670000076293945
17,-80000,-19.940000534057617
18,-85000,-21.200000762939453
19,-90000,-22.459999084472656
20,-95000,-23.719999313354492
21,-100000,-24.969999313354492
22,-105000,-26.219999313354492
23,-110000,-27.489999771118164
24,-115000,-28.770000457763672
