序号,Steps,Force_Value
1,0,-0.05000000074505806
2,-5000,-1.2999999523162842
3,-10000,-2.549999952316284
4,-15000,-3.7899999618530273
5,-20000,-5.019999980926514
6,-25000,-6.28000020980835
7,-30000,-7.550000190734863
8,-35000,-8.8100004196167
9,-40000,-10.050000190734863
10,-45000,-11.25
11,-50000,-12.479999542236328
12,-55000,-13.699999809265137
13,-60000,-14.930000305175781
14,-65000,-16.190000534057617
15,-70000,-17.450000762939453
16,-75000,-18.719999313354492
17,-80000,-19.950000762939453
18,-85000,-21.18000030517578
19,-90000,-22.40999984741211
20,-95000,-23.6299991607666
21,-100000,-24.860000610351562
22,-105000,-26.1200008392334
23,-110000,-27.3799991607666
24,-115000,-28.6200008392334
25,-120000,-29.860000610351562
26,-125000,-31.100000381469727
27,-130000,-32.31999969482422
28,-135000,-33.540000915527344
29,-140000,-34.77000045776367
30,-145000,-36.02000045776367
31,-150000,-37.279998779296875
32,-155000,-38.540000915527344
33,-160000,-39.77000045776367
34,-165000,-40.9900016784668
35,-170000,-42.220001220703125
36,-175000,-43.439998626708984
