序号,Steps,Force_Value
1,0,-0.8700000047683716
2,-5000,-2.1600000858306885
3,-10000,-3.450000047683716
4,-15000,-4.739999771118164
5,-20000,-6.050000190734863
6,-25000,-7.389999866485596
7,-30000,-8.710000038146973
8,-35000,-9.989999771118164
9,-40000,-11.270000457763672
10,-45000,-12.569999694824219
11,-50000,-13.880000114440918
12,-55000,-15.199999809265137
13,-60000,-16.540000915527344
14,-65000,-17.8700008392334
15,-70000,-19.190000534057617
16,-75000,-20.489999771118164
17,-80000,-21.780000686645508
18,-85000,-23.09000015258789
19,-90000,-24.40999984741211
20,-95000,-25.739999771118164
21,-100000,-27.09000015258789
22,-105000,-28.43000030517578
23,-110000,-29.75
24,-115000,-31.059999465942383
25,-120000,-32.369998931884766
26,-125000,-33.70000076293945
27,-130000,-35.040000915527344
28,-135000,-36.40999984741211
29,-140000,-37.7599983215332
30,-145000,-39.11000061035156
31,-150000,-40.459999084472656
32,-155000,-41.810001373291016
33,-160000,-43.150001525878906
34,-165000,-44.5
35,-170000,-45.849998474121094
36,-175000,-47.209999084472656
37,-180000,-48.58000183105469
38,-185000,-49.93000030517578
39,-190000,-51.279998779296875
40,-195000,-52.630001068115234
41,-200000,-53.970001220703125
42,-205000,-55.31999969482422
43,-210000,-56.66999816894531
44,-215000,-58.029998779296875
45,-220000,-59.38999938964844
46,-225000,-60.7400016784668
47,-230000,-62.08000183105469
48,-235000,-63.41999816894531
