序号,Steps,Force_Value
1,0,-0.11999999731779099
2,-5000,-0.5899999737739563
3,-10000,-1.0800000429153442
4,-15000,-1.5800000429153442
5,-20000,-2.0899999141693115
6,-25000,-2.5799999237060547
7,-30000,-3.0799999237060547
8,-35000,-3.619999885559082
9,-40000,-4.159999847412109
10,-45000,-4.639999866485596
11,-50000,-5.099999904632568
12,-55000,-5.599999904632568
13,-60000,-6.130000114440918
14,-65000,-6.619999885559082
15,-70000,-7.119999885559082
16,-75000,-7.650000095367432
17,-80000,-8.170000076293945
18,-85000,-8.640000343322754
19,-90000,-9.100000381469727
20,-95000,-9.600000381469727
21,-100000,-10.119999885559082
22,-105000,-10.609999656677246
23,-110000,-11.109999656677246
24,-115000,-11.630000114440918
25,-120000,-12.149999618530273
26,-125000,-12.619999885559082
27,-130000,-13.100000381469727
28,-135000,-13.59000015258789
29,-140000,-14.109999656677246
30,-145000,-14.609999656677246
