序号,Steps,Force_Value
1,0,-0.029999999329447746
2,-5000,-0.3799999952316284
3,-10000,-0.75
4,-15000,-1.090000033378601
5,-20000,-1.440000057220459
6,-25000,-1.7899999618530273
7,-30000,-2.140000104904175
8,-35000,-2.4700000286102295
9,-40000,-2.799999952316284
10,-45000,-3.1600000858306885
11,-50000,-3.5199999809265137
12,-55000,-3.859999895095825
13,-60000,-4.210000038146973
14,-65000,-4.559999942779541
15,-70000,-4.909999847412109
16,-75000,-5.21999979019165
17,-80000,-5.550000190734863
18,-85000,-5.880000114440918
19,-90000,-6.21999979019165
20,-95000,-6.579999923706055
21,-100000,-6.940000057220459
22,-105000,-7.289999961853027
23,-110000,-7.619999885559082
24,-115000,-7.949999809265137
