序号,Steps,Force_Value
1,0,-0.09000000357627869
2,-5000,-1.340000033378601
3,-10000,-2.5799999237060547
4,-15000,-3.809999942779541
5,-20000,-5.050000190734863
6,-25000,-6.300000190734863
7,-30000,-7.570000171661377
8,-35000,-8.819999694824219
9,-40000,-10.069999694824219
10,-45000,-11.300000190734863
11,-50000,-12.510000228881836
12,-55000,-13.729999542236328
13,-60000,-14.960000038146973
14,-65000,-16.219999313354492
15,-70000,-17.479999542236328
16,-75000,-18.739999771118164
17,-80000,-19.979999542236328
18,-85000,-21.209999084472656
19,-90000,-22.43000030517578
20,-95000,-23.649999618530273
21,-100000,-24.8799991607666
22,-105000,-26.1299991607666
23,-110000,-27.399999618530273
24,-115000,-28.65999984741211
