序号,Steps,Force_Value
1,0,-0.49000000953674316
2,-5000,-1.5199999809265137
3,-10000,-2.799999952316284
4,-15000,-4.130000114440918
5,-20000,-5.429999828338623
6,-25000,-6.650000095367432
7,-30000,-7.840000152587891
8,-35000,-9.09000015258789
9,-40000,-10.380000114440918
10,-45000,-11.680000305175781
11,-50000,-12.970000267028809
12,-55000,-14.239999771118164
13,-60000,-15.529999732971191
14,-65000,-16.81999969482422
15,-70000,-18.09000015258789
16,-75000,-19.3700008392334
17,-80000,-20.65999984741211
18,-85000,-21.969999313354492
19,-90000,-23.25
20,-95000,-24.530000686645508
21,-100000,-25.81999969482422
22,-105000,-27.110000610351562
23,-110000,-28.389999389648438
24,-115000,-29.670000076293945
25,-120000,-30.969999313354492
26,-125000,-32.27000045776367
27,-130000,-33.54999923706055
28,-135000,-34.84000015258789
29,-140000,-36.119998931884766
30,-145000,-37.41999816894531
31,-150000,-38.689998626708984
32,-155000,-39.970001220703125
