序号,Steps,Force_Value
1,0,-0.5299999713897705
2,-5000,-1.7999999523162842
3,-10000,-3.069999933242798
4,-15000,-4.320000171661377
5,-20000,-5.570000171661377
6,-25000,-6.849999904632568
7,-30000,-8.130000114440918
8,-35000,-9.40999984741211
9,-40000,-10.65999984741211
10,-45000,-11.960000038146973
11,-50000,-13.270000457763672
12,-55000,-14.569999694824219
13,-60000,-15.869999885559082
14,-65000,-17.170000076293945
15,-70000,-18.459999084472656
16,-75000,-19.75
17,-80000,-21.059999465942383
18,-85000,-22.389999389648438
19,-90000,-23.719999313354492
20,-95000,-25.049999237060547
21,-100000,-26.350000381469727
22,-105000,-27.649999618530273
23,-110000,-28.940000534057617
24,-115000,-30.229999542236328
25,-120000,-31.540000915527344
26,-125000,-32.869998931884766
27,-130000,-34.20000076293945
28,-135000,-35.529998779296875
29,-140000,-36.84000015258789
30,-145000,-38.13999938964844
31,-150000,-39.43000030517578
32,-155000,-40.720001220703125
33,-160000,-42.029998779296875
34,-165000,-43.36000061035156
35,-170000,-44.689998626708984
36,-175000,-46.02000045776367
37,-180000,-47.33000183105469
38,-185000,-48.619998931884766
39,-190000,-49.90999984741211
40,-195000,-51.20000076293945
41,-200000,-52.5099983215332
42,-205000,-53.83000183105469
43,-210000,-55.15999984741211
44,-215000,-56.47999954223633
45,-220000,-57.779998779296875
46,-225000,-59.08000183105469
47,-230000,-60.349998474121094
48,-235000,-61.630001068115234
