序号,Steps,Force_Value
1,0,-1.149999976158142
2,-5000,-2.3499999046325684
3,-10000,-3.559999942779541
4,-15000,-4.769999980926514
5,-20000,-5.989999771118164
6,-25000,-7.199999809265137
7,-30000,-8.430000305175781
8,-35000,-9.65999984741211
9,-40000,-10.890000343322754
10,-45000,-12.109999656677246
11,-50000,-13.319999694824219
12,-55000,-14.539999961853027
13,-60000,-15.760000228881836
14,-65000,-16.989999771118164
15,-70000,-18.219999313354492
16,-75000,-19.440000534057617
17,-80000,-20.670000076293945
18,-85000,-21.8799991607666
19,-90000,-23.100000381469727
20,-95000,-24.31999969482422
21,-100000,-25.540000915527344
22,-105000,-26.780000686645508
23,-110000,-28.0
24,-115000,-29.229999542236328
25,-120000,-30.450000762939453
26,-125000,-31.65999984741211
27,-130000,-32.880001068115234
28,-135000,-34.099998474121094
29,-140000,-35.33000183105469
30,-145000,-36.560001373291016
31,-150000,-37.790000915527344
32,-155000,-39.0099983215332
33,-160000,-40.22999954223633
34,-165000,-41.439998626708984
35,-170000,-42.65999984741211
36,-175000,-43.880001068115234
37,-180000,-45.099998474121094
38,-185000,-46.33000183105469
39,-190000,-47.560001373291016
40,-195000,-48.779998779296875
41,-200000,-49.9900016784668
42,-205000,-51.20000076293945
43,-210000,-52.40999984741211
44,-215000,-53.619998931884766
45,-220000,-54.84000015258789
46,-225000,-56.060001373291016
47,-230000,-57.27000045776367
48,-235000,-58.470001220703125
