序号,Steps,Force_Value
1,0,0.0
2,-5000,-1.2000000476837158
3,-10000,-2.359999895095825
4,-15000,-3.4800000190734863
5,-20000,-4.619999885559082
6,-25000,-5.820000171661377
7,-30000,-7.019999980926514
8,-35000,-8.210000038146973
9,-40000,-9.420000076293945
10,-45000,-10.609999656677246
11,-50000,-11.729999542236328
12,-55000,-12.899999618530273
13,-60000,-14.119999885559082
14,-65000,-15.350000381469727
15,-70000,-16.56999969482422
16,-75000,-17.790000915527344
17,-80000,-19.010000228881836
18,-85000,-20.209999084472656
19,-90000,-21.389999389648438
20,-95000,-22.579999923706055
21,-100000,-23.790000915527344
22,-105000,-25.020000457763672
23,-110000,-26.260000228881836
24,-115000,-27.489999771118164
25,-120000,-28.700000762939453
26,-125000,-29.899999618530273
27,-130000,-31.079999923706055
28,-135000,-32.279998779296875
29,-140000,-33.47999954223633
30,-145000,-34.720001220703125
31,-150000,-35.959999084472656
32,-155000,-37.18000030517578
33,-160000,-38.38999938964844
34,-165000,-39.59000015258789
35,-170000,-40.779998779296875
36,-175000,-41.970001220703125
