序号,Steps,Force_Value
1,0,-1.2200000286102295
2,-5000,-2.5
3,-10000,-3.809999942779541
4,-15000,-5.099999904632568
5,-20000,-6.400000095367432
6,-25000,-7.699999809265137
7,-30000,-9.010000228881836
8,-35000,-10.329999923706055
9,-40000,-11.649999618530273
10,-45000,-12.960000038146973
11,-50000,-14.260000228881836
12,-55000,-15.5600004196167
13,-60000,-16.850000381469727
14,-65000,-18.149999618530273
15,-70000,-19.459999084472656
16,-75000,-20.780000686645508
17,-80000,-22.100000381469727
18,-85000,-23.420000076293945
19,-90000,-24.709999084472656
20,-95000,-26.010000228881836
21,-100000,-27.299999237060547
22,-105000,-28.600000381469727
23,-110000,-29.899999618530273
24,-115000,-31.219999313354492
25,-120000,-32.54999923706055
26,-125000,-33.86000061035156
27,-130000,-35.150001525878906
28,-135000,-36.45000076293945
29,-140000,-37.72999954223633
30,-145000,-39.029998779296875
31,-150000,-40.33000183105469
32,-155000,-41.63999938964844
33,-160000,-42.959999084472656
34,-165000,-44.27000045776367
35,-170000,-45.560001373291016
36,-175000,-46.84000015258789
37,-180000,-48.130001068115234
38,-185000,-49.41999816894531
39,-190000,-50.709999084472656
40,-195000,-52.02000045776367
