序号,Steps,Force_Value
1,0,-0.20999999344348907
2,-5000,-1.4700000286102295
3,-10000,-2.759999990463257
4,-15000,-4.03000020980835
5,-20000,-5.28000020980835
6,-25000,-6.550000190734863
7,-30000,-7.820000171661377
8,-35000,-9.119999885559082
9,-40000,-10.380000114440918
10,-45000,-11.649999618530273
11,-50000,-12.970000267028809
12,-55000,-14.260000228881836
13,-60000,-15.5600004196167
14,-65000,-16.860000610351562
15,-70000,-18.139999389648438
16,-75000,-19.43000030517578
17,-80000,-20.729999542236328
18,-85000,-22.059999465942383
19,-90000,-23.389999389648438
20,-95000,-24.719999313354492
21,-100000,-26.030000686645508
22,-105000,-27.329999923706055
23,-110000,-28.6200008392334
24,-115000,-29.90999984741211
25,-120000,-31.209999084472656
26,-125000,-32.540000915527344
27,-130000,-33.869998931884766
28,-135000,-35.20000076293945
29,-140000,-36.5099983215332
30,-145000,-37.81999969482422
31,-150000,-39.099998474121094
32,-155000,-40.38999938964844
