序号,Steps,Force_Value
1,0,-0.6200000047683716
2,-5000,-1.899999976158142
3,-10000,-3.2100000381469727
4,-15000,-4.510000228881836
5,-20000,-5.800000190734863
6,-25000,-7.099999904632568
7,-30000,-8.399999618530273
8,-35000,-9.720000267028809
9,-40000,-11.039999961853027
10,-45000,-12.359999656677246
11,-50000,-13.65999984741211
12,-55000,-14.960000038146973
13,-60000,-16.25
14,-65000,-17.549999237060547
15,-70000,-18.850000381469727
16,-75000,-20.170000076293945
17,-80000,-21.489999771118164
18,-85000,-22.809999465942383
19,-90000,-24.110000610351562
20,-95000,-25.40999984741211
21,-100000,-26.700000762939453
22,-105000,-28.0
23,-110000,-29.299999237060547
24,-115000,-30.610000610351562
25,-120000,-31.93000030517578
26,-125000,-33.25
27,-130000,-34.54999923706055
28,-135000,-35.84000015258789
29,-140000,-37.130001068115234
30,-145000,-38.43000030517578
31,-150000,-39.720001220703125
32,-155000,-41.029998779296875
