序号,Steps,Force_Value
1,0,88.29000091552734
2,5000,88.30999755859375
3,10000,88.33999633789062
4,15000,88.38999938964844
5,20000,88.43000030517578
6,25000,88.47000122070312
7,30000,88.37999725341797
8,35000,88.38999938964844
9,40000,88.44000244140625
10,45000,88.4800033569336
11,50000,88.52999877929688
12,55000,88.56999969482422
13,60000,88.47000122070312
14,65000,88.4800033569336
15,70000,88.54000091552734
16,75000,88.58999633789062
17,80000,88.44000244140625
18,60000,83.56999969482422
19,40000,78.63999938964844
20,20000,73.73999786376953
21,0,68.80999755859375
22,-20000,63.90999984741211
23,-40000,58.97999954223633
24,-60000,54.09000015258789
25,-80000,49.16999816894531
26,-100000,44.279998779296875
27,-120000,39.36000061035156
28,-140000,34.47999954223633
29,-160000,29.56999969482422
30,-180000,24.690000534057617
31,-200000,19.790000915527344
32,-220000,14.920000076293945
33,-240000,10.079999923706055
34,-260000,5.210000038146973
35,-280000,0.4000000059604645
36,-300000,-4.5
37,-320000,-9.3100004196167
38,-340000,-14.1899995803833
39,-360000,-19.030000686645508
40,-380000,-23.899999618530273
41,-400000,-28.760000228881836
42,-420000,-33.619998931884766
43,-440000,-38.4900016784668
44,-460000,-43.349998474121094
45,-480000,-48.209999084472656
46,-500000,-53.06999969482422
47,-520000,-57.93000030517578
48,-540000,-62.77000045776367
49,-560000,-67.5999984741211
50,-580000,-72.4000015258789
51,-600000,-74.08000183105469
52,-620000,-76.37000274658203
53,-640000,-77.69000244140625
54,-660000,-78.62000274658203
55,-680000,-79.55999755859375
56,-700000,-80.48999786376953
57,-720000,-81.2300033569336
58,-740000,-82.16000366210938
59,-760000,-82.91000366210938
60,-780000,-82.91000366210938
61,-800000,-82.91000366210938
62,-805000,-82.91000366210938
63,-810000,-82.91000366210938
64,-815000,-82.91000366210938
65,-820000,-82.91000366210938
66,-825000,-82.91000366210938
67,-830000,-82.91000366210938
68,-835000,-82.91000366210938
69,-840000,-82.91000366210938
70,-845000,-82.91000366210938
71,-850000,-82.91000366210938
72,-855000,-82.91000366210938
73,-860000,-82.91000366210938
74,-865000,-82.91000366210938
75,-870000,-82.91000366210938
76,-875000,-82.91000366210938
77,-880000,-82.91000366210938
