序号,Steps,Force_Value
1,0,-0.5099999904632568
2,-5000,-1.7799999713897705
3,-10000,-3.069999933242798
4,-15000,-4.360000133514404
5,-20000,-5.659999847412109
6,-25000,-6.989999771118164
7,-30000,-8.319999694824219
8,-35000,-9.609999656677246
9,-40000,-10.890000343322754
10,-45000,-12.180000305175781
11,-50000,-13.489999771118164
12,-55000,-14.800000190734863
13,-60000,-16.139999389648438
14,-65000,-17.469999313354492
15,-70000,-18.799999237060547
16,-75000,-20.100000381469727
17,-80000,-21.389999389648438
18,-85000,-22.700000762939453
19,-90000,-24.010000228881836
20,-95000,-25.34000015258789
21,-100000,-26.690000534057617
22,-105000,-28.030000686645508
23,-110000,-29.3700008392334
24,-115000,-30.68000030517578
25,-120000,-31.989999771118164
26,-125000,-33.31999969482422
27,-130000,-34.650001525878906
28,-135000,-36.0099983215332
29,-140000,-37.369998931884766
30,-145000,-38.72999954223633
31,-150000,-40.08000183105469
32,-155000,-41.41999816894531
33,-160000,-42.7599983215332
34,-165000,-44.11000061035156
35,-170000,-45.45000076293945
36,-175000,-46.810001373291016
37,-180000,-48.18000030517578
38,-185000,-49.529998779296875
39,-190000,-50.880001068115234
40,-195000,-52.22999954223633
