序号,Steps,Force_Value
1,0,-0.09000000357627869
2,-5000,-0.4300000071525574
3,-10000,-0.9100000262260437
4,-15000,-1.3799999952316284
5,-20000,-1.850000023841858
6,-25000,-2.3299999237060547
7,-30000,-2.8499999046325684
8,-35000,-3.359999895095825
9,-40000,-3.8499999046325684
10,-45000,-4.340000152587891
11,-50000,-4.820000171661377
12,-55000,-5.289999961853027
13,-60000,-5.75
14,-65000,-6.239999771118164
15,-70000,-6.75
16,-75000,-7.260000228881836
17,-80000,-7.75
18,-85000,-8.239999771118164
19,-90000,-8.720000267028809
20,-95000,-9.180000305175781
21,-100000,-9.649999618530273
22,-105000,-10.130000114440918
23,-110000,-10.640000343322754
24,-115000,-11.140000343322754
25,-120000,-11.640000343322754
26,-125000,-12.119999885559082
27,-130000,-12.600000381469727
28,-135000,-13.0600004196167
29,-140000,-13.520000457763672
30,-145000,-14.010000228881836
