序号,Steps,Force_Value
1,0,-0.5799999833106995
2,-5000,-1.350000023841858
3,-10000,-2.609999895095825
4,-15000,-3.890000104904175
5,-20000,-5.179999828338623
6,-25000,-6.460000038146973
7,-30000,-7.739999771118164
8,-35000,-9.020000457763672
9,-40000,-10.289999961853027
10,-45000,-11.579999923706055
11,-50000,-12.869999885559082
12,-55000,-14.15999984741211
13,-60000,-15.460000038146973
14,-65000,-16.75
15,-70000,-18.030000686645508
16,-75000,-19.299999237060547
17,-80000,-20.579999923706055
18,-85000,-21.860000610351562
19,-90000,-23.149999618530273
20,-95000,-24.450000762939453
21,-100000,-25.739999771118164
22,-105000,-27.030000686645508
23,-110000,-28.309999465942383
24,-115000,-29.59000015258789
25,-120000,-30.860000610351562
26,-125000,-32.13999938964844
27,-130000,-33.43000030517578
28,-135000,-34.72999954223633
29,-140000,-36.029998779296875
30,-145000,-37.31999969482422
31,-150000,-38.599998474121094
32,-155000,-39.869998931884766
33,-160000,-41.150001525878906
34,-165000,-42.43000030517578
35,-170000,-43.709999084472656
36,-175000,-45.0099983215332
37,-180000,-46.310001373291016
38,-185000,-47.599998474121094
39,-190000,-48.880001068115234
40,-195000,-50.150001525878906
41,-200000,-51.41999816894531
42,-205000,-52.70000076293945
43,-210000,-53.97999954223633
44,-215000,-55.27000045776367
45,-220000,-56.560001373291016
46,-225000,-57.84000015258789
47,-230000,-59.11000061035156
48,-235000,-60.380001068115234
