序号,Steps,Force_Value
1,0,-0.10999999940395355
2,-5000,-1.3700000047683716
3,-10000,-2.5899999141693115
4,-15000,-3.809999942779541
5,-20000,-5.019999980926514
6,-25000,-6.230000019073486
7,-30000,-7.440000057220459
8,-35000,-8.630000114440918
9,-40000,-9.829999923706055
10,-45000,-11.039999961853027
11,-50000,-12.25
12,-55000,-13.460000038146973
13,-60000,-14.670000076293945
14,-65000,-15.869999885559082
15,-70000,-17.06999969482422
16,-75000,-18.260000228881836
17,-80000,-19.459999084472656
18,-85000,-20.6200008392334
19,-90000,-21.799999237060547
20,-95000,-23.0
21,-100000,-24.200000762939453
22,-105000,-25.3799991607666
23,-110000,-26.56999969482422
24,-115000,-27.760000228881836
25,-120000,-28.950000762939453
26,-125000,-30.1299991607666
27,-130000,-31.329999923706055
28,-135000,-32.529998779296875
29,-140000,-33.72999954223633
30,-145000,-34.90999984741211
31,-150000,-36.099998474121094
32,-155000,-37.290000915527344
33,-160000,-38.470001220703125
34,-165000,-39.65999984741211
35,-170000,-40.849998474121094
36,-175000,-42.04999923706055
