序号,Steps,Force_Value
1,0,-0.9100000262260437
2,-5000,-1.9199999570846558
3,-10000,-2.950000047683716
4,-15000,-4.070000171661377
5,-20000,-5.190000057220459
6,-25000,-6.340000152587891
7,-30000,-7.480000019073486
8,-35000,-8.630000114440918
9,-40000,-9.779999732971191
10,-45000,-10.9399995803833
11,-50000,-12.09000015258789
12,-55000,-13.220000267028809
13,-60000,-14.34000015258789
14,-65000,-15.479999542236328
15,-70000,-16.6200008392334
16,-75000,-17.770000457763672
17,-80000,-18.940000534057617
18,-85000,-20.110000610351562
19,-90000,-21.260000228881836
20,-95000,-22.389999389648438
21,-100000,-23.510000228881836
22,-105000,-24.649999618530273
23,-110000,-25.790000915527344
24,-115000,-26.940000534057617
25,-120000,-28.100000381469727
26,-125000,-29.270000457763672
27,-130000,-30.420000076293945
28,-135000,-31.549999237060547
29,-140000,-32.66999816894531
30,-145000,-33.810001373291016
31,-150000,-34.939998626708984
32,-155000,-36.09000015258789
33,-160000,-37.25
34,-165000,-38.40999984741211
35,-170000,-39.560001373291016
36,-175000,-40.689998626708984
37,-180000,-41.810001373291016
38,-185000,-42.939998626708984
39,-190000,-44.08000183105469
40,-195000,-45.22999954223633
41,-200000,-46.400001525878906
42,-205000,-47.560001373291016
43,-210000,-48.709999084472656
44,-215000,-49.84000015258789
45,-220000,-50.959999084472656
46,-225000,-52.09000015258789
47,-230000,-53.220001220703125
48,-235000,-54.36000061035156
