序号,Steps,Force_Value
1,0,-0.7799999713897705
2,-5000,-1.8899999856948853
3,-10000,-3.200000047683716
4,-15000,-4.519999980926514
5,-20000,-5.800000190734863
6,-25000,-6.96999979019165
7,-30000,-8.170000076293945
8,-35000,-9.4399995803833
9,-40000,-10.739999771118164
10,-45000,-12.039999961853027
11,-50000,-13.329999923706055
12,-55000,-14.600000381469727
13,-60000,-15.890000343322754
14,-65000,-17.18000030517578
15,-70000,-18.450000762939453
16,-75000,-19.729999542236328
17,-80000,-21.040000915527344
18,-85000,-22.34000015258789
19,-90000,-23.6200008392334
20,-95000,-24.90999984741211
21,-100000,-26.200000762939453
22,-105000,-27.489999771118164
23,-110000,-28.760000228881836
24,-115000,-30.049999237060547
25,-120000,-31.350000381469727
26,-125000,-32.650001525878906
27,-130000,-33.939998626708984
28,-135000,-35.220001220703125
29,-140000,-36.5099983215332
30,-145000,-37.79999923706055
31,-150000,-39.08000183105469
32,-155000,-40.36000061035156
33,-160000,-41.65999984741211
34,-165000,-42.959999084472656
35,-170000,-44.25
36,-175000,-45.529998779296875
37,-180000,-46.81999969482422
38,-185000,-48.11000061035156
39,-190000,-49.380001068115234
40,-195000,-50.65999984741211
