序号,Steps,Force_Value
1,0,79.86714935302734
2,-5000,76.75921630859375
3,-10000,73.78358459472656
4,-15000,70.8437271118164
5,-20000,67.76617431640625
6,-25000,64.65752410888672
7,-30000,61.69052505493164
8,-35000,58.76558303833008
9,-40000,55.68479537963867
