序号,Steps,Force_Value
1,0,19.807374954223633
2,2500,20.405759811401367
3,5000,21.02060890197754
4,7500,21.64287757873535
5,10000,22.32657814025879
6,12500,23.003129959106445
7,15000,23.667104721069336
8,17500,24.31244468688965
9,20000,24.89381980895996
10,22500,25.481889724731445
11,25000,26.090497970581055
12,27500,26.702362060546875
13,30000,27.376922607421875
14,32500,28.048046112060547
15,35000,28.700895309448242
16,37500,29.337186813354492
17,40000,29.91123390197754
