序号,Steps,Force_Value
1,0,79.93150329589844
2,-2500,78.3582992553711
3,-5000,76.79499053955078
4,-7500,75.2769775390625
5,-10000,73.81037139892578
6,-12500,72.3631820678711
7,-15000,70.86151885986328
8,-17500,69.32391357421875
9,-20000,67.779296875
10,-22500,66.21562194824219
11,-25000,64.66363525390625
12,-27500,63.14813995361328
13,-30000,61.69591522216797
14,-32500,60.26544189453125
15,-35000,58.76702117919922
16,-37500,57.22509765625
17,-40000,55.6829948425293
